year,route_id,distance,passengers_daily,airfare,market_share
1999,465,987,911,220,0.5485000014305115
2000,465,987,921,246,0.48179998993873596
1997,466,562,1140,99,0.6327000260353088
1998,466,562,1029,107,0.562999963760376
1999,466,562,1040,106,0.607699990272522
2000,466,562,1026,114,0.6388000249862671
1997,467,1119,485,210,0.4968000054359436
1998,467,1119,580,194,0.5511000156402588
1999,467,1119,611,195,0.4808000326156616
2000,467,1119,616,207,0.4872000217437744
1997,468,458,388,102,0.7998999953269958
1998,468,458,382,109,0.8289999961853027
1999,468,458,377,115,0.8295999765396118
2000,468,458,377,121,0.8888999819755554
1997,469,1471,306,349,0.7670999765396118
1998,469,1471,444,239,0.7103999853134155
1999,469,1471,422,259,0.7194000482559204
2000,469,1471,386,295,0.614300012588501
1997,470,236,5572,72,0.6888999938964844
1998,470,236,5362,77,0.6769999861717224
1999,470,236,5444,80,0.6730999946594238
2000,470,236,5421,84,0.681600034236908
1997,471,762,372,254,0.7080000042915344
1998,471,762,409,233,0.6793000102043152
1999,471,762,385,245,0.6701000332832336
2000,471,762,421,250,0.6421999931335449
1997,472,408,204,100,0.633899986743927
1998,472,408,188,137,0.5640000104904175
1999,472,408,195,131,0.47020000219345093
2000,472,408,183,136,0.5202000141143799
1997,473,920,353,161,0.49140000343322754
1998,473,920,332,174,0.5178999900817871
1999,473,920,333,168,0.5327000021934509
2000,473,920,360,157,0.5209999680519104
1997,474,460,1418,86,0.8137999773025513
1998,474,460,1303,125,0.7767999768257141
1999,474,460,1441,93,0.7978000044822693
2000,474,460,1112,150,0.7785999774932861
1997,475,1055,778,193,0.5130000114440918
1998,475,1055,816,211,0.5209999680519104
1999,475,1055,1265,171,0.3086000084877014
2000,475,1055,1500,167,0.3343999981880188
1997,476,296,1030,68,0.6992999911308289
1998,476,296,915,72,0.6657000184059143
1999,476,296,906,73,0.6711000204086304
2000,476,296,869,78,0.6741000413894653
1997,477,1220,853,120,0.9133999347686768
1998,477,1220,802,161,0.8962999582290649
1999,477,1220,588,200,0.9293000102043152
2000,477,1220,509,191,0.9437999725341797
1997,478,1235,1097,327,0.6330000162124634
1998,478,1235,1315,286,0.7021999955177307
1999,478,1235,1274,290,0.5164999961853027
2000,478,1235,1677,266,0.43869999051094055
1997,479,734,279,198,0.477400004863739
1998,479,734,260,216,0.43160000443458557
1999,479,734,273,223,0.45340001583099365
2000,479,734,253,245,0.47939997911453247
1997,480,293,1017,67,0.8222000002861023
1998,480,293,963,71,0.818399965763092
1999,480,293,951,72,0.8434999585151672
2000,480,293,909,76,0.8391000628471375
1997,481,432,364,198,0.5291000008583069
1998,481,432,342,200,0.5874000191688538
1999,481,432,306,217,0.5336999893188477
2000,481,432,306,232,0.5586000084877014
1997,482,1121,444,246,0.8516000509262085
1998,482,1121,503,238,0.832099974155426
1999,482,1121,503,234,0.7887000441551208
2000,482,1121,528,240,0.7638999819755554
1997,483,319,748,69,0.8726999759674072
1998,483,319,709,74,0.869100034236908
1999,483,319,684,73,0.8748000264167786
2000,483,319,650,77,0.866100013256073
1997,484,853,343,252,0.737500011920929
1998,484,853,329,235,0.6675000190734863
1999,484,853,348,225,0.658799946308136
2000,484,853,387,221,0.5374000072479248
1997,485,852,935,197,0.46810001134872437
1998,485,852,1080,174,0.47049999237060547
1999,485,852,1218,158,0.4684999883174896
2000,485,852,1030,229,0.40119999647140503
1997,486,468,176,123,0.828499972820282
1998,486,468,169,129,0.8451999425888062
1999,486,468,169,131,0.821399986743927
2000,486,468,157,153,0.8159999847412109
1997,487,631,484,213,0.6970999836921692
1998,487,631,530,222,0.6576000452041626
1999,487,631,482,229,0.6061999797821045
2000,487,631,495,232,0.5893999934196472
1997,488,437,1390,94,0.5917999744415283
1998,488,437,1418,100,0.5418000221252441
1999,488,437,1300,104,0.62779998779296875
2000,488,437,1309,111,0.6741999983787537
1997,489,1383,3360,283,0.6622000336647034
1998,489,1383,3366,281,0.6737000346183777
1999,489,1383,3397,309,0.5910999774932861
2000,489,1383,3551,333,0.5408000349998474
1997,490,1213,212,183,0.6983999609947205
1998,490,1213,217,171,0.7184999585151672
1999,490,1213,193,211,0.6334999799728394
2000,490,1213,197,210,0.6233000159263611
1997,491,1456,378,265,0.5856000185012817
1998,491,1456,359,344,0.6252999901771545
1999,491,1456,325,343,0.5604999661445618
2000,491,1456,395,360,0.5365000367164612
1997,492,181,714,73,0.7200000286102295
1998,492,181,628,75,0.6861000061035156
1999,492,181,602,78,0.705299973487854
2000,492,181,593,81,0.7128999829292297
1997,493,583,226,228,0.7816999554634094
1998,493,583,221,229,0.7930999994277954
1999,493,583,205,252,0.7662000060081482
2000,493,583,207,269,0.7519999742507935
1997,494,1189,231,283,0.5784000158309937
1998,494,1189,259,278,0.5444999933242798
1999,494,1189,334,229,0.49459999799728394
2000,494,1189,311,257,0.4799000024795532
1997,495,984,925,177,0.5160999894142151
1998,495,984,1053,177,0.5055000185966492
1999,495,984,1095,181,0.4717999994754791
2000,495,984,1282,188,0.4284999966621399
1997,496,1302,942,286,0.6079000234603882
1998,496,1302,970,298,0.6190999746322632
1999,496,1302,943,303,0.5340999960899353
2000,496,1302,1006,307,0.5097000002861023
1997,497,868,926,224,0.5440000295639038
1998,497,868,1082,239,0.4952000081539154
1999,497,868,1092,249,0.48680001497268677
2000,497,868,1123,254,0.5022000074386597
1997,498,1069,358,284,0.44279998540878296
1998,498,1069,372,294,0.4415999948978424
1999,498,1069,350,314,0.3995000123977661
2000,498,1069,379,293,0.4255000054836273
1997,499,1616,390,285,0.3736000061035156
1998,499,1616,372,293,0.413100004196167
1999,499,1616,366,297,0.37790000438690186
2000,499,1616,417,313,0.4056999981403351
1997,500,1062,562,243,0.8022000193595886
1998,500,1062,543,237,0.8118000030517578
1999,500,1062,558,253,0.765500009059906
2000,500,1062,562,281,0.6870999932289124
1997,501,1346,157,221,0.48019999265670776
1998,501,1346,215,202,0.4652000069618225
1999,501,1346,199,199,0.5738999843597412
2000,501,1346,223,186,0.5777999758720398
1997,502,1158,258,223,0.738099992275238
1998,502,1158,289,191,0.708899974822998
1999,502,1158,264,227,0.7027999758720398
2000,502,1158,249,285,0.6680999994277954
1997,503,1431,204,342,0.5643999576568604
1998,503,1431,221,314,0.5134999752044678
1999,503,1431,226,318,0.5166000127792358
2000,503,1431,270,341,0.49150002002716064
1997,504,988,459,240,0.5677000284194946
1998,504,988,470,218,0.4864000082015991
1999,504,988,434,241,0.49140000343322754
2000,504,988,473,248,0.4997999966144562
1997,505,248,2149,71,0.7152999639511108
1998,505,248,2280,75,0.693399965763092
1999,505,248,2235,77,0.7358999848365784
2000,505,248,2113,85,0.763700008392334
1997,506,1171,569,258,0.6133000254631042
1998,506,1171,572,282,0.6385999917984009
1999,506,1171,595,284,0.5821999907493591
2000,506,1171,671,282,0.611299991607666
1997,507,1464,924,319,0.5339000225067139
1998,507,1464,975,332,0.5834999680519104
1999,507,1464,894,363,0.5674000382423401
2000,507,1464,1089,369,0.5557000041007996
1997,508,1438,576,378,0.8259999752044678
1998,508,1438,570,364,0.7998999953269958
1999,508,1438,652,374,0.7818000316619873
2000,508,1438,750,444,0.7634999752044678
1997,509,1205,449,323,0.7993000149726868
1998,509,1205,420,330,0.7702999711036682
1999,509,1205,455,316,0.7044999599456787
2000,509,1205,496,332,0.7200000286102295
1997,510,1660,661,291,0.48409998416900635
1998,510,1660,674,316,0.48479998111724854
1999,510,1660,724,324,0.4925000071525574
2000,510,1660,808,332,0.5018999576568604
1997,511,551,808,195,0.5020000338554382
1998,511,551,918,199,0.4372999966144562
1999,511,551,858,213,0.40389999747276306
2000,511,551,809,239,0.41819998621940613
1997,512,929,779,190,0.5311000347137451
1998,512,929,817,183,0.5408999919891357
1999,512,929,852,201,0.49900001287460327
2000,512,929,831,217,0.428600013256073
1997,513,813,212,224,0.7169000506401062
1998,513,813,223,253,0.784600019454956
1999,513,813,226,250,0.7565000057220459
2000,513,813,272,238,0.7278000116348267
1997,514,237,1274,69,0.6527999639511108
1998,514,237,1176,70,0.625
1999,514,237,1133,72,0.6347000002861023
2000,514,237,1034,78,0.6521999835968018
1997,515,1183,1696,258,0.7239000201225281
1998,515,1183,1798,252,0.7372000217437744
1999,515,1183,1801,252,0.7074999809265137
2000,515,1183,1953,291,0.5737000107765198
1997,516,1104,228,192,0.544700026512146
1998,516,1104,201,205,0.5024000406265259
1999,516,1104,210,228,0.5820000171661377
2000,516,1104,231,226,0.6542999744415283
1997,517,328,270,110,0.8307999968528748
1998,517,328,216,123,0.8677999973297119
1999,517,328,184,139,0.8398000597953796
2000,517,328,183,150,0.8902999758720398
1997,518,1930,157,209,0.2255999892950058
1998,518,1930,121,288,0.329399973154068
1999,518,1930,105,297,0.2459000051021576
2000,518,1930,142,239,0.3416999876499176
1997,519,535,221,201,0.3628000020980835
1998,519,535,221,204,0.4350000023841858
1999,519,535,269,186,0.38929998874664307
2000,519,535,304,188,0.4220999777317047
1997,520,809,232,111,0.39570000767707825
1998,520,809,280,115,0.3716999888420105
1999,520,809,261,125,0.3274000287055969
2000,520,809,253,128,0.32749998569488525
1997,521,389,249,199,0.8944999575614929
1998,521,389,229,212,0.8889999985694885
1999,521,389,256,210,0.9045999646186829
2000,521,389,282,214,0.859499990940094
1997,522,884,215,156,0.6169999837875366
1998,522,884,230,153,0.5295000076293945
1999,522,884,203,144,0.6747000217437744
2000,522,884,217,143,0.6823000311851501
1997,523,590,106,255,0.9168000221252441
1998,523,590,133,217,0.9201000332832336
1999,523,590,121,231,0.9287999868392944
2000,523,590,121,228,0.8341999650001526
1997,524,1124,490,239,0.4945000112056732
1998,524,1124,577,227,0.4820999801158905
1999,524,1124,498,265,0.44130000472068787
2000,524,1124,553,263,0.4318000078201294
1997,525,1706,164,244,0.3662000000476837
1998,525,1706,296,202,0.33650001883506775
1999,525,1706,247,217,0.32749998569488525
2000,525,1706,298,229,0.22010000050067902
1997,526,1673,161,317,0.5245999693870544
1998,526,1673,210,267,0.5533999800682068
1999,526,1673,180,301,0.5171999931335449
2000,526,1673,217,293,0.5245000123977661
1997,527,862,1111,176,0.465800017118454
1998,527,862,1024,231,0.4529999792575836
1999,527,862,923,266,0.4579000174999237
2000,527,862,1031,277,0.4504999816417694
1997,528,977,429,155,0.7594000101089478
1998,528,977,357,203,0.8026999831199646
1999,528,977,330,225,0.7545999884605408
2000,528,977,335,231,0.6294000148773193
1997,529,533,979,104,0.6010000109672546
1998,529,533,816,171,0.623199999332428
1999,529,533,855,173,0.5357000231742859
2000,529,533,1161,125,0.420600026845932
1997,530,629,1071,120,0.7250000238418579
1998,530,629,906,151,0.7443000078201294
1999,530,629,1332,134,0.5620999932289124
2000,530,629,1453,140,0.4966000020503998
1997,531,862,2399,135,0.7244999408721924
1998,531,862,1967,194,0.7276999950408936
1999,531,862,1956,208,0.7364000082015991
2000,531,862,2138,212,0.5968000292778015
1997,532,1710,435,231,0.4153999984264374
1998,532,1710,412,258,0.5073000192642212
1999,532,1710,415,256,0.5910999774932861
2000,532,1710,444,274,0.47200000286102295
1997,533,896,255,215,0.44439998269081116
1998,533,896,284,204,0.4975000023841858
1999,533,896,298,205,0.4754999876022339
2000,533,896,319,197,0.4684999883174896
1997,534,680,1256,119,0.526199996471405
1998,534,680,1299,112,0.4845999777317047
1999,534,680,1376,126,0.48479998111724854
2000,534,680,1497,125,0.4909999966621399
1997,535,1014,176,250,0.5566999912261963
1998,535,1014,208,248,0.616100013256073
1999,535,1014,184,273,0.6401000022888184
2000,535,1014,199,273,0.5978000164031982
1997,536,1063,289,207,0.6197999715805054
1998,536,1063,295,206,0.6610000133514404
1999,536,1063,293,237,0.5741000175476074
2000,536,1063,367,221,0.4431000053882599
1997,537,1614,2213,229,0.5038999915122986
1998,537,1614,1981,279,0.5931000113487244
1999,537,1614,2206,265,0.5915000438690186
2000,537,1614,2413,273,0.5927000045776367
1997,538,957,328,182,0.9526000022888184
1998,538,957,312,244,0.9571999907493591
1999,538,957,327,271,0.9204000234603882
2000,538,957,347,297,0.9023000597953796
1997,539,495,273,136,0.8840000033378601
1998,539,495,223,201,0.8970999717712402
1999,539,495,187,228,0.8383999466896057
2000,539,495,201,222,0.8319999575614929
1997,540,472,515,115,0.6705000400543213
1998,540,472,412,171,0.5856000185012817
1999,540,472,433,166,0.6270000338554382
2000,540,472,446,165,0.5156000256538391
1997,541,819,262,154,0.7372000217437744
1998,541,819,256,202,0.7687000036239624
1999,541,819,263,205,0.7694999575614929
2000,541,819,261,220,0.7537999749183655
1997,542,1545,770,196,0.6446999907493591
1998,542,1545,842,197,0.6601999402046204
1999,542,1545,918,190,0.40700000524520874
2000,542,1545,910,230,0.40130001306533813
1997,543,1558,350,371,0.5989000201225281
1998,543,1558,521,309,0.5694000124931335
1999,543,1558,528,310,0.5044000148773193
2000,543,1558,620,297,0.48019999265670776
1997,544,602,2031,106,0.5316999554634094
1998,544,602,1571,170,0.5615999698638916
1999,544,602,1708,168,0.5174000263214111
2000,544,602,1693,185,0.49000000953674316
1997,545,1291,220,294,0.7109999656677246
1998,545,1291,259,255,0.5781999826431274
1999,545,1291,308,246,0.6334999799728394
2000,545,1291,318,259,0.5390000343322754
1997,546,992,650,153,0.8021000027656555
1998,546,992,530,244,0.767300009727478
1999,546,992,671,197,0.7325000166893005
2000,546,992,749,209,0.6819999814033508
1997,547,1438,187,247,0.27239999175071716
1998,547,1438,218,242,0.24400000274181366
1999,547,1438,259,217,0.19189999997615814
2000,547,1438,248,269,0.2412000149488449
1997,548,805,298,114,0.4790000021457672
1998,548,805,176,191,0.6922000050544739
1999,548,805,181,199,0.6353999972343445
2000,548,805,187,216,0.6632000207901001
1997,549,910,245,234,0.8253999948501587
1998,549,910,344,217,0.8233000040054321
1999,549,910,376,219,0.8118000030517578
2000,549,910,399,248,0.8441000580787659
1997,550,391,999,115,0.4808000326156616
1998,550,391,1062,121,0.4966999888420105
1999,550,391,1030,123,0.5167999863624573
2000,550,391,1013,148,0.421500027179718
1997,551,795,264,181,0.5424000024795532
1998,551,795,300,200,0.6079999804496765
1999,551,795,282,214,0.4866999685764313
2000,551,795,300,234,0.43849998712539673
1997,552,853,952,131,0.7031999826431274
1998,552,853,873,180,0.7194000482559204
1999,552,853,878,191,0.6909999847412109
2000,552,853,939,194,0.5731000304222107
1997,553,967,2000,146,0.7948000431060791
1998,553,967,1681,203,0.7994000315666199
1999,553,967,1821,219,0.7989000082015991
2000,553,967,1916,233,0.7184999585151672
1997,554,948,514,199,0.8809999823570251
1998,554,948,499,257,0.9375
1999,554,948,591,296,0.897599995136261
2000,554,948,858,289,0.6998000144958496
1997,555,846,439,215,0.8986999988555908
1998,555,846,431,264,0.9044000506401062
1999,555,846,516,233,0.8810999989509583
2000,555,846,546,255,0.8808000087738037
1997,556,1024,1200,148,0.7839000225067139
1998,556,1024,1129,197,0.7750999927520752
1999,556,1024,1171,204,0.7620999813079834
2000,556,1024,1241,225,0.6611000299453735
1997,557,837,127,211,0.8003000020980835
1998,557,837,150,205,0.7812000513076782
1999,557,837,146,227,0.7656999826431274
2000,557,837,150,221,0.7573000192642212
1997,558,770,645,154,0.48730000853538513
1998,558,770,589,216,0.5631000399589539
1999,558,770,451,276,0.5354000329971313
2000,558,770,476,253,0.5368000268936157
1997,559,1507,278,258,0.48259997367858887
1998,559,1507,438,216,0.5088000297546387
1999,559,1507,461,218,0.465800017118454
2000,559,1507,427,247,0.3837999999523163
1997,560,639,214,164,0.7556999921798706
1998,560,639,290,167,0.785800039768219
1999,560,639,259,187,0.6755000352859497
2000,560,639,232,203,0.7293000221252441
1997,561,541,255,151,0.8355000019073486
1998,561,541,219,221,0.8591000437736511
1999,561,541,182,249,0.75839996337890625
2000,561,541,183,258,0.7541999816894531
1997,562,1454,1513,197,0.716200053691864
1998,562,1454,1239,255,0.7787999510765076
1999,562,1454,1169,291,0.7280000448226929
2000,562,1454,1348,292,0.6656000018119812
1997,563,419,116,203,0.49390000104904175
1998,563,419,102,212,0.9648999571800232
1999,563,419,94,235,0.9884999990463257
2000,563,419,95,245,0.9737000465393066
1997,564,1218,149,131,0.3411000072956085
1998,564,1218,141,140,0.6083000302314758
1999,564,1218,122,165,0.4343999922275543
2000,564,1218,126,161,0.42730000615119934
1997,565,1143,186,128,0.32770001888275146
1998,565,1143,211,122,0.40150001645088196
1999,565,1143,102,191,0.43470001220703125
2000,565,1143,132,152,0.2946999967098236
1997,566,1152,112,167,0.4815000295639038
1998,566,1152,105,154,0.5056999921798706
1999,566,1152,77,181,0.43160000443458557
2000,566,1152,107,170,0.4650000035762787
1997,567,1127,727,133,0.5812000036239624
1998,567,1127,719,133,0.5009999871253967
1999,567,1127,692,144,0.43939998745918274
2000,567,1127,832,151,0.5174000263214111
1997,568,1085,700,131,0.5482000112533569
1998,568,1085,797,123,0.5180000066757202
1999,568,1085,793,141,0.48009997606277466
2000,568,1085,846,152,0.5419999957084656
1997,569,548,235,277,0.8887999653816223
1998,569,548,263,240,0.8916000127792358
1999,569,548,243,249,0.8026999831199646
2000,569,548,252,251,0.7498000264167786
1997,570,1077,587,182,0.4490000009536743
1998,570,1077,610,171,0.5072000026702881
1999,570,1077,683,163,0.42830002307891846
2000,570,1077,676,190,0.4187999963760376
1997,571,231,589,90,0.9633999466896057
1998,571,231,672,91,0.7823000550270081
1999,571,231,603,89,0.9021999835968018
2000,571,231,494,151,0.9496999979019165
1997,572,815,225,136,0.7540000081062317
1998,572,815,222,155,0.721299946308136
1999,572,815,224,149,0.7087999582290649
